Time;Rpm;Const1;RandNum;Sinus;Pulse;Step;RpmRad2
5.566;29000;138;40;0.2032;223;240;3035.33
5.567;29000;138;40;0.2032;223;240;3035.33
5.568;29000;138;40;0.2032;223;240;3035.33
5.569;29000;138;40;0.2032;223;240;3035.33
5.57;29000;138;40;0.2032;223;240;3035.33
5.571;29000;138;40;0.2032;223;240;3035.33
5.572;29000;138;40;0.2032;223;240;3035.33
5.573;29000;138;40;0.2032;223;240;3035.33
5.574;29000;138;40;0.2032;223;240;3035.33
5.575;29000;138;40;0.2032;223;240;3035.33
5.576;29000;138;40;0.2032;223;240;3035.33
5.577;29000;138;40;0.2032;223;240;3035.33
5.578;29000;138;40;0.2032;223;240;3035.33
5.579;29000;138;40;0.2032;223;240;3035.33
5.58;29000;138;40;0.2032;223;240;3035.33
5.581;29000;138;40;0.2032;223;240;3035.33
5.582;29000;138;40;0.2032;223;240;3035.33
5.583;29000;138;40;0.2032;223;240;3035.33
5.584;29000;138;40;0.2032;223;240;3035.33
5.585;29000;138;40;0.2032;223;240;3035.33
5.586;29000;138;40;0.2032;223;240;3035.33
5.587;29000;138;40;0.2032;223;240;3035.33
5.588;29000;138;40;0.2032;223;240;3035.33
5.589;29000;138;40;0.2032;223;240;3035.33
5.59;29000;138;40;0.2032;223;240;3035.33
5.591;29000;138;40;0.2032;223;240;3035.33
5.592;29000;138;40;0.2032;223;240;3035.33
5.593;29000;138;40;0.2032;223;240;3035.33
5.594;29000;138;40;0.2032;223;240;3035.33
5.595;29000;138;40;0.2032;223;240;3035.33
5.596;29000;138;40;0.2032;223;240;3035.33
5.597;29000;138;40;0.2032;223;240;3035.33
5.598;29000;138;40;0.2032;223;240;3035.33
5.599;29000;138;40;0.2032;223;240;3035.33
5.6;29000;138;40;0.2032;223;240;3035.33
5.601;29000;138;40;0.2032;223;240;3035.33
5.602;29000;138;40;0.2032;223;240;3035.33
5.603;29000;138;40;0.2032;223;240;3035.33
5.604;29000;138;40;0.2032;223;240;3035.33
5.605;29000;138;40;0.2032;223;240;3035.33
5.606;29000;138;40;0.2032;223;240;3035.33
5.607;29000;138;40;0.2032;223;240;3035.33
5.608;29000;138;40;0.2032;223;240;3035.33
5.609;29000;138;40;0.2032;223;240;3035.33
5.61;29000;138;40;0.2032;223;240;3035.33
5.611;29000;138;40;0.2032;223;240;3035.33
5.612;29000;138;40;0.2032;223;240;3035.33
5.613;29000;138;40;0.2032;223;240;3035.33
5.614;29000;138;40;0.2032;223;240;3035.33
5.615;29000;138;40;0.2032;223;240;3035.33
5.616;29000;138;40;0.2032;223;240;3035.33
5.617;29000;138;40;0.2032;223;240;3035.33
5.618;29000;138;40;0.2032;223;240;3035.33
5.619;29000;138;40;0.2032;223;240;3035.33
5.62;29000;138;40;0.2032;223;240;3035.33
5.621;29000;138;40;0.2032;223;240;3035.33
5.622;29000;138;40;0.2032;223;240;3035.33
5.623;29000;138;40;0.2032;223;240;3035.33
5.624;29000;138;40;0.2032;223;240;3035.33
5.625;29000;138;40;0.2032;223;240;3035.33
5.626;29000;138;40;0.2032;223;240;3035.33
5.627;29000;138;40;0.2032;223;240;3035.33
5.628;29000;138;40;0.2032;223;240;3035.33
5.629;29000;138;40;0.2032;223;240;3035.33
5.63;29000;138;40;0.2032;223;240;3035.33
5.631;29000;138;40;0.2032;223;240;3035.33
5.632;29000;138;40;0.2032;223;240;3035.33
5.633;29000;138;40;0.2032;223;240;3035.33
5.634;29000;138;40;0.2032;223;240;3035.33
5.635;29000;138;40;0.2032;223;240;3035.33
5.636;29000;138;40;0.2032;223;240;3035.33
5.637;29000;138;40;0.2032;223;240;3035.33
5.638;29000;138;40;0.2032;223;240;3035.33
5.639;29000;138;40;0.2032;223;240;3035.33
5.64;29000;138;40;0.2032;223;240;3035.33
5.641;29000;138;40;0.2032;223;240;3035.33
5.642;29000;138;40;0.2032;223;240;3035.33
5.643;29000;138;40;0.2032;223;240;3035.33
5.644;29000;138;40;0.2032;223;240;3035.33
5.645;29000;138;40;0.2032;223;240;3035.33
5.646;29000;138;40;0.2032;223;240;3035.33
5.647;29000;138;40;0.2032;223;240;3035.33
5.648;29000;138;40;0.2032;223;240;3035.33
5.649;29000;138;40;0.2032;223;240;3035.33
5.65;29000;138;40;0.2032;223;240;3035.33
5.651;29000;138;40;0.2032;223;240;3035.33
5.652;29000;138;40;0.2032;223;240;3035.33
5.653;29000;138;40;0.2032;223;240;3035.33
5.654;29000;138;40;0.2032;223;240;3035.33
5.655;29000;138;40;0.2032;223;240;3035.33
5.656;29000;138;40;0.2032;223;240;3035.33
5.657;29000;138;40;0.2032;223;240;3035.33
5.658;29000;138;40;0.2032;223;240;3035.33
5.659;29000;138;40;0.2032;223;240;3035.33
5.66;29000;138;40;0.2032;223;240;3035.33
5.661;29000;138;40;0.2032;223;240;3035.33
5.662;29000;138;40;0.2032;223;240;3035.33
5.663;29000;138;40;0.2032;223;240;3035.33
5.664;29000;138;40;0.2032;223;240;3035.33
5.665;29000;138;40;0.2032;223;240;3035.33
5.666;29000;138;40;0.2032;223;240;3035.33
5.667;29000;138;40;0.2032;223;240;3035.33
5.668;29000;138;40;0.2032;223;240;3035.33
5.669;29000;138;40;0.2032;223;240;3035.33
5.67;29000;138;40;0.2032;223;240;3035.33
5.671;29000;138;40;0.2032;223;240;3035.33
5.672;29000;138;40;0.2032;223;240;3035.33
5.673;29000;138;40;0.2032;223;240;3035.33
5.674;29000;138;40;0.2032;223;240;3035.33
5.675;29000;138;40;0.2032;223;240;3035.33
5.676;29000;138;40;0.2032;223;240;3035.33
5.677;29000;138;40;0.2032;223;240;3035.33
5.678;29000;138;40;0.2032;223;240;3035.33
5.679;29000;138;40;0.2032;223;240;3035.33
5.68;29000;138;40;0.2032;223;240;3035.33
5.681;29000;138;40;0.2032;223;240;3035.33
5.682;29000;138;40;0.2032;223;240;3035.33
5.683;29000;138;40;0.2032;223;240;3035.33
5.684;29000;138;40;0.2032;223;240;3035.33
5.685;29000;138;40;0.2032;223;240;3035.33
5.686;29000;138;40;0.2032;223;240;3035.33
5.687;29000;138;40;0.2032;223;240;3035.33
5.688;29000;138;40;0.2032;223;240;3035.33
5.689;29000;138;40;0.2032;223;240;3035.33
5.69;29000;138;40;0.2032;223;240;3035.33
5.691;29000;138;40;0.2032;223;240;3035.33
5.692;29000;138;40;0.2032;223;240;3035.33
5.693;29000;138;40;0.2032;223;240;3035.33
5.694;29000;138;40;0.2032;223;240;3035.33
5.695;29000;138;40;0.2032;223;240;3035.33
5.696;29000;138;40;0.2032;223;240;3035.33
5.697;29000;138;40;0.2032;223;240;3035.33
5.698;29000;138;40;0.2032;223;240;3035.33
5.699;29000;138;40;0.2032;223;240;3035.33
5.7;29000;138;40;0.2032;223;240;3035.33
5.701;29000;138;40;0.2032;223;240;3035.33
5.702;29000;138;40;0.2032;223;240;3035.33
5.703;29000;138;40;0.2032;223;240;3035.33
5.704;29000;138;40;0.2032;223;240;3035.33
5.705;29000;138;40;0.2032;223;240;3035.33
5.706;29000;138;40;0.2032;223;240;3035.33
5.707;29000;138;40;0.2032;223;240;3035.33
5.708;29000;138;40;0.2032;223;240;3035.33
5.709;29000;138;40;0.2032;223;240;3035.33
5.71;29000;138;40;0.2032;223;240;3035.33
5.711;29000;138;40;0.2032;223;240;3035.33
5.712;29000;138;40;0.2032;223;240;3035.33
5.713;29000;138;40;0.2032;223;240;3035.33
5.714;29000;138;40;0.2032;223;240;3035.33
5.715;29000;138;40;0.2032;223;240;3035.33
5.716;29000;138;40;0.2032;223;240;3035.33
5.717;29000;138;40;0.2032;223;240;3035.33
5.718;29000;138;40;0.2032;223;240;3035.33
5.719;29000;138;40;0.2032;223;240;3035.33
5.72;29000;138;40;0.2032;223;240;3035.33
5.721;29000;138;40;0.2032;223;240;3035.33
5.722;29000;138;40;0.2032;223;240;3035.33
5.723;29000;138;40;0.2032;223;240;3035.33
5.724;29000;138;40;0.2032;223;240;3035.33
5.725;29000;138;40;0.2032;223;240;3035.33
5.726;29000;138;40;0.2032;223;240;3035.33
5.727;29000;138;40;0.2032;223;240;3035.33
5.728;29000;138;40;0.2032;223;240;3035.33
5.729;29000;138;40;0.2032;223;240;3035.33
5.73;29000;138;40;0.2032;223;240;3035.33
5.731;29000;138;40;0.2032;223;240;3035.33
5.732;29000;138;40;0.2032;223;240;3035.33
5.733;29000;138;40;0.2032;223;240;3035.33
5.734;29000;138;40;0.2032;223;240;3035.33
5.735;29000;138;40;0.2032;223;240;3035.33
5.736;29000;138;40;0.2032;223;240;3035.33
5.737;29000;138;40;0.2032;223;240;3035.33
5.738;29000;138;40;0.2032;223;240;3035.33
5.739;29000;138;40;0.2032;223;240;3035.33
5.74;29000;138;40;0.2032;223;240;3035.33
5.741;29000;138;40;0.2032;223;240;3035.33
5.742;29000;138;40;0.2032;223;240;3035.33
5.743;29000;138;40;0.2032;223;240;3035.33
5.744;29000;138;40;0.2032;223;240;3035.33
5.745;29000;138;40;0.2032;223;240;3035.33
5.746;29000;138;40;0.2032;223;240;3035.33
5.747;29000;138;40;0.2032;223;240;3035.33
5.748;29000;138;40;0.2032;223;240;3035.33
5.749;29000;138;40;0.2032;223;240;3035.33
5.75;29000;138;40;0.2032;223;240;3035.33
5.751;29000;138;40;0.2032;223;240;3035.33
5.752;29000;138;40;0.2032;223;240;3035.33
5.753;29000;138;40;0.2032;223;240;3035.33
5.754;29000;138;40;0.2032;223;240;3035.33
5.755;29000;138;40;0.2032;223;240;3035.33
5.756;29000;138;40;0.2032;223;240;3035.33
5.757;29000;138;40;0.2032;223;240;3035.33
5.758;29000;138;40;0.2032;223;240;3035.33
5.759;29000;138;40;0.2032;223;240;3035.33
5.76;29000;138;40;0.2032;223;240;3035.33
5.761;29000;138;40;0.2032;223;240;3035.33
5.762;29000;138;40;0.2032;223;240;3035.33
5.763;29000;138;40;0.2032;223;240;3035.33
5.764;29000;138;40;0.2032;223;240;3035.33
5.765;29000;138;40;0.2032;223;240;3035.33
5.766;29000;138;40;0.2032;223;240;3035.33
5.767;29000;138;40;0.2032;223;240;3035.33
5.768;29000;138;40;0.2032;223;240;3035.33
5.769;29000;138;40;0.2032;223;240;3035.33
5.77;29000;138;40;0.2032;223;240;3035.33
5.771;29000;138;40;0.2032;223;240;3035.33
5.772;29000;138;40;0.2032;223;240;3035.33
5.773;29000;138;40;0.2032;223;240;3035.33
5.774;29000;138;40;0.2032;223;240;3035.33
5.775;29000;138;40;0.2032;223;240;3035.33
5.776;29000;138;40;0.2032;223;240;3035.33
5.777;29000;138;40;0.2032;223;240;3035.33
5.778;29000;138;40;0.2032;223;240;3035.33
5.779;29000;138;40;0.2032;223;240;3035.33
5.78;29000;138;40;0.2032;223;240;3035.33
5.781;29000;138;40;0.2032;223;240;3035.33
5.782;29000;138;40;0.2032;223;240;3035.33
5.783;29000;138;40;0.2032;223;240;3035.33
5.784;29000;138;40;0.2032;223;240;3035.33
5.785;29000;138;40;0.2032;223;240;3035.33
5.786;29000;138;40;0.2032;223;240;3035.33
5.787;29000;138;40;0.2032;223;240;3035.33
5.788;29000;138;40;0.2032;223;240;3035.33
5.789;29000;138;40;0.2032;223;240;3035.33
5.79;29000;138;40;0.2032;223;240;3035.33
5.791;29000;138;40;0.2032;223;240;3035.33
5.792;29000;138;40;0.2032;223;240;3035.33
5.793;29000;138;40;0.2032;223;240;3035.33
5.794;29000;138;40;0.2032;223;240;3035.33
5.795;29000;138;40;0.2032;223;240;3035.33
5.796;29000;138;40;0.2032;223;240;3035.33
5.797;29000;138;40;0.2032;223;240;3035.33
5.798;29000;138;40;0.2032;223;240;3035.33
5.799;29000;138;40;0.2032;223;240;3035.33
5.8;29000;138;40;0.2032;223;240;3035.33
5.801;29000;138;40;0.2032;223;240;3035.33
5.802;29000;138;40;0.2032;223;240;3035.33
5.803;29000;138;40;0.2032;223;240;3035.33
5.804;29000;138;40;0.2032;223;240;3035.33
5.805;29000;138;40;0.2032;223;240;3035.33
5.806;29000;138;40;0.2032;223;240;3035.33
5.807;29000;138;40;0.2032;223;240;3035.33
5.808;29000;138;40;0.2032;223;240;3035.33
5.809;29000;138;40;0.2032;223;240;3035.33
5.81;29000;138;40;0.2032;223;240;3035.33
5.811;29000;138;40;0.2032;223;240;3035.33
5.812;29000;138;40;0.2032;223;240;3035.33
5.813;29000;138;40;0.2032;223;240;3035.33
5.814;29000;138;40;0.2032;223;240;3035.33
5.815;29000;138;40;0.2032;223;240;3035.33
5.816;29000;138;40;0.2032;223;240;3035.33
5.817;29000;138;40;0.2032;223;240;3035.33
5.818;29000;138;40;0.2032;223;240;3035.33
5.819;29000;138;40;0.2032;223;240;3035.33
5.82;29000;138;40;0.2032;223;240;3035.33
5.821;29000;138;40;0.2032;223;240;3035.33
5.822;29000;138;40;0.2032;223;240;3035.33
5.823;29000;138;40;0.2032;223;240;3035.33
5.824;29000;138;40;0.2032;223;240;3035.33
5.825;29000;138;40;0.2032;223;240;3035.33
5.826;29000;138;40;0.2032;223;240;3035.33
5.827;29000;138;40;0.2032;223;240;3035.33
5.828;29000;138;40;0.2032;223;240;3035.33
5.829;29000;138;40;0.2032;223;240;3035.33
5.83;29000;138;40;0.2032;223;240;3035.33
5.831;29000;138;40;0.2032;223;240;3035.33
5.832;29000;138;40;0.2032;223;240;3035.33
5.833;29000;138;40;0.2032;223;240;3035.33
5.834;29000;138;40;0.2032;223;240;3035.33
5.835;29000;138;40;0.2032;223;240;3035.33
5.836;29000;138;40;0.2032;223;240;3035.33
5.837;29000;138;40;0.2032;223;240;3035.33
5.838;29000;138;40;0.2032;223;240;3035.33
5.839;29000;138;40;0.2032;223;240;3035.33
5.84;29000;138;40;0.2032;223;240;3035.33
5.841;29000;138;40;0.2032;223;240;3035.33
5.842;29000;138;40;0.2032;223;240;3035.33
5.843;29000;138;40;0.2032;223;240;3035.33
5.844;29000;138;40;0.2032;223;240;3035.33
5.845;29000;138;40;0.2032;223;240;3035.33
5.846;29000;138;40;0.2032;223;240;3035.33
5.847;29000;138;40;0.2032;223;240;3035.33
5.848;29000;138;40;0.2032;223;240;3035.33
5.849;29000;138;40;0.2032;223;240;3035.33
5.85;29000;138;40;0.2032;223;240;3035.33
5.851;29000;138;40;0.2032;223;240;3035.33
5.852;29000;138;40;0.2032;223;240;3035.33
5.853;29000;138;40;0.2032;223;240;3035.33
5.854;29000;138;40;0.2032;223;240;3035.33
5.855;29000;138;40;0.2032;223;240;3035.33
5.856;29000;138;40;0.2032;223;240;3035.33
5.857;29000;138;40;0.2032;223;240;3035.33
5.858;29000;138;40;0.2032;223;240;3035.33
5.859;29000;138;40;0.2032;223;240;3035.33
5.86;29000;138;40;0.2032;223;240;3035.33
5.861;29000;138;40;0.2032;223;240;3035.33
5.862;29000;138;40;0.2032;223;240;3035.33
5.863;29000;138;40;0.2032;223;240;3035.33
5.864;29000;138;40;0.2032;223;240;3035.33
5.865;29000;138;40;0.2032;223;240;3035.33
5.866;29000;138;40;0.2032;223;240;3035.33
5.867;29000;138;40;0.2032;223;240;3035.33
5.868;29000;138;40;0.2032;223;240;3035.33
5.869;29000;138;40;0.2032;223;240;3035.33
5.87;29000;138;40;0.2032;223;240;3035.33
5.871;29000;138;40;0.2032;223;240;3035.33
5.872;29000;138;40;0.2032;223;240;3035.33
5.873;29000;138;40;0.2032;223;240;3035.33
5.874;29000;138;40;0.2032;223;240;3035.33
5.875;29000;138;40;0.2032;223;240;3035.33
5.876;29000;138;40;0.2032;223;240;3035.33
5.877;29000;138;40;0.2032;223;240;3035.33
5.878;29000;138;40;0.2032;223;240;3035.33
5.879;29000;138;40;0.2032;223;240;3035.33
5.88;29000;138;40;0.2032;223;240;3035.33
5.881;29000;138;40;0.2032;223;240;3035.33
5.882;29000;138;40;0.2032;223;240;3035.33
5.883;29000;138;40;0.2032;223;240;3035.33
5.884;29000;138;40;0.2032;223;240;3035.33
5.885;29000;138;40;0.2032;223;240;3035.33
5.886;29000;138;40;0.2032;223;240;3035.33
5.887;29000;138;40;0.2032;223;240;3035.33
5.888;29000;138;40;0.2032;223;240;3035.33
5.889;29000;138;40;0.2032;223;240;3035.33
5.89;29000;138;40;0.2032;223;240;3035.33
5.891;29000;138;40;0.2032;223;240;3035.33
5.892;29000;138;40;0.2032;223;240;3035.33
5.893;29000;138;40;0.2032;223;240;3035.33
5.894;29000;138;40;0.2032;223;240;3035.33
5.895;29000;138;40;0.2032;223;240;3035.33
5.896;29000;138;40;0.2032;223;240;3035.33
5.897;29000;138;40;0.2032;223;240;3035.33
5.898;29000;138;40;0.2032;223;240;3035.33
5.899;29000;138;40;0.2032;223;240;3035.33
5.9;29000;138;40;0.2032;223;240;3035.33
5.901;29000;138;40;0.2032;223;240;3035.33
5.902;29000;138;40;0.2032;223;240;3035.33
5.903;29000;138;40;0.2032;223;240;3035.33
5.904;29000;138;40;0.2032;223;240;3035.33
5.905;29000;138;40;0.2032;223;240;3035.33
5.906;29000;138;40;0.2032;223;240;3035.33
5.907;29000;138;40;0.2032;223;240;3035.33
5.908;29000;138;40;0.2032;223;240;3035.33
5.909;29000;138;40;0.2032;223;240;3035.33
5.91;29000;138;40;0.2032;223;240;3035.33
5.911;29000;138;40;0.2032;223;240;3035.33
5.912;29000;138;40;0.2032;223;240;3035.33
5.913;29000;138;40;0.2032;223;240;3035.33
5.914;29000;138;40;0.2032;223;240;3035.33
5.915;29000;138;40;0.2032;223;240;3035.33
5.916;29000;138;40;0.2032;223;240;3035.33
5.917;29000;138;40;0.2032;223;240;3035.33
5.918;29000;138;40;0.2032;223;240;3035.33
5.919;29000;138;40;0.2032;223;240;3035.33
5.92;29000;138;40;0.2032;223;240;3035.33
5.921;29000;138;40;0.2032;223;240;3035.33
5.922;29000;138;40;0.2032;223;240;3035.33
5.923;29000;138;40;0.2032;223;240;3035.33
5.924;29000;138;40;0.2032;223;240;3035.33
5.925;29000;138;40;0.2032;223;240;3035.33
5.926;29000;138;40;0.2032;223;240;3035.33
5.927;29000;138;40;0.2032;223;240;3035.33
5.928;29000;138;40;0.2032;223;240;3035.33
5.929;29000;138;40;0.2032;223;240;3035.33
5.93;29000;138;40;0.2032;223;240;3035.33
5.931;29000;138;40;0.2032;223;240;3035.33
5.932;29000;138;40;0.2032;223;240;3035.33
5.933;29000;138;40;0.2032;223;240;3035.33
5.934;29000;138;40;0.2032;223;240;3035.33
5.935;29000;138;40;0.2032;223;240;3035.33
5.936;29000;138;40;0.2032;223;240;3035.33
5.937;29000;138;40;0.2032;223;240;3035.33
5.938;29000;138;40;0.2032;223;240;3035.33
5.939;29000;138;40;0.2032;223;240;3035.33
5.94;29000;138;40;0.2032;223;240;3035.33
5.941;29000;138;40;0.2032;223;240;3035.33
5.942;29000;138;40;0.2032;223;240;3035.33
5.943;29000;138;40;0.2032;223;240;3035.33
5.944;29000;138;40;0.2032;223;240;3035.33
5.945;29000;138;40;0.2032;223;240;3035.33
5.946;29000;138;40;0.2032;223;240;3035.33
5.947;29000;138;40;0.2032;223;240;3035.33
5.948;29000;138;40;0.2032;223;240;3035.33
5.949;29000;138;40;0.2032;223;240;3035.33
5.95;29000;138;40;0.2032;223;240;3035.33
5.951;29000;138;40;0.2032;223;240;3035.33
5.952;29000;138;40;0.2032;223;240;3035.33
5.953;29000;138;40;0.2032;223;240;3035.33
5.954;29000;138;40;0.2032;223;240;3035.33
5.955;29000;138;40;0.2032;223;240;3035.33
5.956;29000;138;40;0.2032;223;240;3035.33
5.957;29000;138;40;0.2032;223;240;3035.33
5.958;29000;138;40;0.2032;223;240;3035.33
5.959;29000;138;40;0.2032;223;240;3035.33
5.96;29000;138;40;0.2032;223;240;3035.33
5.961;29000;138;40;0.2032;223;240;3035.33
5.962;29000;138;40;0.2032;223;240;3035.33
5.963;29000;138;40;0.2032;223;240;3035.33
5.964;29000;138;40;0.2032;223;240;3035.33
5.965;29000;138;40;0.2032;223;240;3035.33
5.966;29000;138;40;0.2032;223;240;3035.33
5.967;29000;138;40;0.2032;223;240;3035.33
5.968;29000;138;40;0.2032;223;240;3035.33
5.969;29000;138;40;0.2032;223;240;3035.33
5.97;29000;138;40;0.2032;223;240;3035.33
5.971;29000;138;40;0.2032;223;240;3035.33
5.972;29000;138;40;0.2032;223;240;3035.33
5.973;29000;138;40;0.2032;223;240;3035.33
5.974;29000;138;40;0.2032;223;240;3035.33
5.975;29000;138;40;0.2032;223;240;3035.33
5.976;29000;138;40;0.2032;223;240;3035.33
5.977;29000;138;40;0.2032;223;240;3035.33
5.978;29000;138;40;0.2032;223;240;3035.33
5.979;29000;138;40;0.2032;223;240;3035.33
5.98;29000;138;40;0.2032;223;240;3035.33
5.981;29000;138;40;0.2032;223;240;3035.33
5.982;29000;138;40;0.2032;223;240;3035.33
5.983;29000;138;40;0.2032;223;240;3035.33
5.984;29000;138;40;0.2032;223;240;3035.33
5.985;29000;138;40;0.2032;223;240;3035.33
5.986;29000;138;40;0.2032;223;240;3035.33
5.987;29000;138;40;0.2032;223;240;3035.33
5.988;29000;138;40;0.2032;223;240;3035.33
5.989;29000;138;40;0.2032;223;240;3035.33
5.99;29000;138;40;0.2032;223;240;3035.33
5.991;29000;138;40;0.2032;223;240;3035.33
5.992;29000;138;40;0.2032;223;240;3035.33
5.993;29000;138;40;0.2032;223;240;3035.33
5.994;29000;138;40;0.2032;223;240;3035.33
5.995;29000;138;40;0.2032;223;240;3035.33
5.996;29000;138;40;0.2032;223;240;3035.33
5.997;29000;138;40;0.2032;223;240;3035.33
5.998;29000;138;40;0.2032;223;240;3035.33
5.999;29000;138;40;0.2032;223;240;3035.33
6;29000;138;40;0.2032;223;240;3035.33
6.001;29000;138;40;0.2032;223;240;3035.33
6.002;29000;138;40;0.2032;223;240;3035.33
6.003;29000;138;40;0.2032;223;240;3035.33
6.004;29000;138;40;0.2032;223;240;3035.33
6.005;29000;138;40;0.2032;223;240;3035.33
6.006;29000;138;40;0.2032;223;240;3035.33
6.007;29000;138;40;0.2032;223;240;3035.33
6.008;29000;138;40;0.2032;223;240;3035.33
6.009;29000;138;40;0.2032;223;240;3035.33
6.01;29000;138;40;0.2032;223;240;3035.33
6.011;29000;138;40;0.2032;223;240;3035.33
6.012;29000;138;40;0.2032;223;240;3035.33
6.013;29000;138;40;0.2032;223;240;3035.33
6.014;29000;138;40;0.2032;223;240;3035.33
6.015;29000;138;40;0.2032;223;240;3035.33
6.016;29000;138;40;0.2032;223;240;3035.33
6.017;29000;138;40;0.2032;223;240;3035.33
6.018;29000;138;40;0.2032;223;240;3035.33
6.019;29000;138;40;0.2032;223;240;3035.33
6.02;29000;138;40;0.2032;223;240;3035.33
6.021;29000;138;40;0.2032;223;240;3035.33
6.022;29000;138;40;0.2032;223;240;3035.33
6.023;29000;138;40;0.2032;223;240;3035.33
6.024;29000;138;40;0.2032;223;240;3035.33
6.025;29000;138;40;0.2032;223;240;3035.33
6.026;29000;138;40;0.2032;223;240;3035.33
6.027;29000;138;40;0.2032;223;240;3035.33
6.028;29000;138;40;0.2032;223;240;3035.33
6.029;29000;138;40;0.2032;223;240;3035.33
6.03;29000;138;40;0.2032;223;240;3035.33
6.031;29000;138;40;0.2032;223;240;3035.33
6.032;29000;138;40;0.2032;223;240;3035.33
6.033;29000;138;40;0.2032;223;240;3035.33
6.034;29000;138;40;0.2032;223;240;3035.33
6.035;29000;138;40;0.2032;223;240;3035.33
6.036;29000;138;40;0.2032;223;240;3035.33
6.037;29000;138;40;0.2032;223;240;3035.33
6.038;29000;138;40;0.2032;223;240;3035.33
6.039;29000;138;40;0.2032;223;240;3035.33
6.04;29000;138;40;0.2032;223;240;3035.33
6.041;29000;138;40;0.2032;223;240;3035.33
6.042;29000;138;40;0.2032;223;240;3035.33
6.043;29000;138;40;0.2032;223;240;3035.33
6.044;29000;138;40;0.2032;223;240;3035.33
6.045;29000;138;40;0.2032;223;240;3035.33
6.046;29000;138;40;0.2032;223;240;3035.33
6.047;29000;138;40;0.2032;223;240;3035.33
6.048;29000;138;40;0.2032;223;240;3035.33
6.049;29000;138;40;0.2032;223;240;3035.33
6.05;29000;138;40;0.2032;223;240;3035.33
6.051;29000;138;40;0.2032;223;240;3035.33
6.052;29000;138;40;0.2032;223;240;3035.33
6.053;29000;138;40;0.2032;223;240;3035.33
6.054;29000;138;40;0.2032;223;240;3035.33
6.055;29000;138;40;0.2032;223;240;3035.33
6.056;29000;138;40;0.2032;223;240;3035.33
6.057;29000;138;40;0.2032;223;240;3035.33
6.058;29000;138;40;0.2032;223;240;3035.33
6.059;29000;138;40;0.2032;223;240;3035.33
6.06;29000;138;40;0.2032;223;240;3035.33
6.061;29000;138;40;0.2032;223;240;3035.33
6.062;29000;138;40;0.2032;223;240;3035.33
6.063;29000;138;40;0.2032;223;240;3035.33
6.064;29000;138;40;0.2032;223;240;3035.33
6.065;29000;138;40;0.2032;223;240;3035.33
6.066;29000;138;40;0.2032;223;240;3035.33
6.067;29000;138;40;0.2032;223;240;3035.33
6.068;29000;138;40;0.2032;223;240;3035.33
6.069;29000;138;40;0.2032;223;240;3035.33
6.07;29000;138;40;0.2032;223;240;3035.33
6.071;29000;138;40;0.2032;223;240;3035.33
6.072;29000;138;40;0.2032;223;240;3035.33
6.073;29000;138;40;0.2032;223;240;3035.33
6.074;29000;138;40;0.2032;223;240;3035.33
6.075;29000;138;40;0.2032;223;240;3035.33
6.076;29000;138;40;0.2032;223;240;3035.33
6.077;29000;138;40;0.2032;223;240;3035.33
6.078;29000;138;40;0.2032;223;240;3035.33
6.079;29000;138;40;0.2032;223;240;3035.33
6.08;29000;138;40;0.2032;223;240;3035.33
6.081;29000;138;40;0.2032;223;240;3035.33
6.082;29000;138;40;0.2032;223;240;3035.33
6.083;29000;138;40;0.2032;223;240;3035.33
6.084;29000;138;40;0.2032;223;240;3035.33
6.085;29000;138;40;0.2032;223;240;3035.33
6.086;29000;138;40;0.2032;223;240;3035.33
6.087;29000;138;40;0.2032;223;240;3035.33
6.088;29000;138;40;0.2032;223;240;3035.33
6.089;29000;138;40;0.2032;223;240;3035.33
6.09;29000;138;40;0.2032;223;240;3035.33
6.091;29000;138;40;0.2032;223;240;3035.33
6.092;29000;138;40;0.2032;223;240;3035.33
6.093;29000;138;40;0.2032;223;240;3035.33
6.094;29000;138;40;0.2032;223;240;3035.33
6.095;29000;138;40;0.2032;223;240;3035.33
6.096;29000;138;40;0.2032;223;240;3035.33
6.097;29000;138;40;0.2032;223;240;3035.33
6.098;29000;138;40;0.2032;223;240;3035.33
6.099;29000;138;40;0.2032;223;240;3035.33
6.1;29000;138;40;0.2032;223;240;3035.33
6.101;29000;138;40;0.2032;223;240;3035.33
6.102;29000;138;40;0.2032;223;240;3035.33
6.103;29000;138;40;0.2032;223;240;3035.33
6.104;29000;138;40;0.2032;223;240;3035.33
6.105;29000;138;40;0.2032;223;240;3035.33
6.106;29000;138;40;0.2032;223;240;3035.33
6.107;29000;138;40;0.2032;223;240;3035.33
6.108;29000;138;40;0.2032;223;240;3035.33
6.109;29000;138;40;0.2032;223;240;3035.33
6.11;29000;138;40;0.2032;223;240;3035.33
6.111;29000;138;40;0.2032;223;240;3035.33
6.112;29000;138;40;0.2032;223;240;3035.33
6.113;29000;138;40;0.2032;223;240;3035.33
6.114;29000;138;40;0.2032;223;240;3035.33
6.115;29000;138;40;0.2032;223;240;3035.33
6.116;29000;138;40;0.2032;223;240;3035.33
6.117;29000;138;40;0.2032;223;240;3035.33
6.118;29000;138;40;0.2032;223;240;3035.33
6.119;29000;138;40;0.2032;223;240;3035.33
6.12;29000;138;40;0.2032;223;240;3035.33
6.121;29000;138;40;0.2032;223;240;3035.33
6.122;29000;138;40;0.2032;223;240;3035.33
6.123;29000;138;40;0.2032;223;240;3035.33
